代码,基金,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日,,,,,,手续费,,
013395,华夏新能源车龙头混合发起式A,HXXNYCLTHHFQSA,2021-12-03,1.1417,1.1417,0.06,1.59,7.31,,,,,,,14.17,2021-09-15,1,6.8,1.50%,0.15%,1,0.15%,1,
013392,广发港股通优质增长混合C,GFGGTYZZZHHC,2021-12-03,1.5973,1.5973,0.15,-1.94,-1.80,-7.74,,,,,,3.98,2021-08-19,1,6.424945,,0.00%,,,,
013391,招商安泰债券D,ZSATZQD,2021-12-03,1.2627,1.2627,0.02,0.02,0.61,1.05,,,,,,1.19,2021-08-17,1,0.008013,0.45%,0.045%,1,0.045%,1,
013390,华夏成长先锋一年持有混合C,HXCZXFYNCYHHC,2021-12-03,0.9990,0.9990,0.35,0.27,,,,,,,,-0.10,2021-11-16,3,,,0.00%,,,,
013389,华夏成长先锋一年持有混合A,HXCZXFYNCYHHA,2021-12-03,0.9993,0.9993,0.35,0.28,,,,,,,,-0.07,2021-11-16,3,,1.50%,0.15%,1,0.15%,1,
013382,中欧甄选3个月持有混合(FOF)C,ZOZX3GYCYHHFOFC,2021-12-01,1.0050,1.0050,0,,0.49,,,,,,,0.50,2021-10-28,3,,,0.00%,,,,
013381,中欧甄选3个月持有混合(FOF)A,ZOZX3GYCYHHFOFA,2021-12-01,1.0057,1.0057,0,,0.56,,,,,,,0.57,2021-10-28,3,,1.20%,0.12%,1,0.12%,1,
013374,中银证券安业债券C,ZYZQAYZQC,2021-12-03,1.0054,1.0054,-0.03,-0.07,0.25,,,,,,,0.54,2021-09-16,1,-0.01,,0.00%,,,,
013373,中银证券安业债券A,ZYZQAYZQA,2021-12-03,1.0057,1.0057,-0.03,-0.07,0.26,,,,,,,0.57,2021-09-16,1,0.01,0.80%,0.08%,1,0.08%,1,
013355,工银新金融股票C,GYXJRGPC,2021-12-03,3.5090,3.5090,1.33,2.27,2.75,7.24,,,,,,5.41,2021-08-23,1,0,,0.00%,,,,
013350,光大先进服务业混合C,GDXJFWYHHC,2021-12-03,1.8919,1.8919,1.37,0.69,6.19,12.13,,,,,,9.21,2021-08-17,1,5.656892,,0.00%,,,,
013347,工银丰盈回报灵活配置混合C,GYFYHBLHPZHHC,2021-12-03,2.4460,2.4460,2.04,1.28,3.03,6.67,,,,,,7.90,2021-08-23,1,7.190119,,0.00%,,,,
013340,创金合信芯片产业股票发起C,CJHXXPCYGPFQC,2021-12-03,1.1442,1.1442,0.65,-1.43,5.45,,,,,,,14.42,2021-09-28,1,0.34,,0.00%,,,,
013339,创金合信芯片产业股票发起A,CJHXXPCYGPFQA,2021-12-03,1.1452,1.1452,0.66,-1.42,5.49,,,,,,,14.52,2021-09-28,1,0.36,1.50%,0.15%,1,0.15%,1,
013332,富国中证500指数增强(LOF)C,FGZZ500ZSZQLOFC,2021-12-03,2.5640,2.5640,0.71,1.02,2.81,-2.66,,,,,,1.34,2021-08-19,1,-0.118577,,0.00%,,,,
013331,富国中证1000指数增强(LOF)C,FGZZ1000ZSZQLOFC,2021-12-03,2.1449,2.1449,0.77,0.92,6.52,1.46,,,,,,4.07,2021-08-19,1,-1.450682,,0.00%,,,,
013330,富国中证银行指数(LOF)C,FGZZYHZSLOFC,2021-12-03,1.2570,1.2570,0.56,0.88,-0.48,-1.72,,,,,,-1.02,2021-08-19,1,1.653543,,0.00%,,,,
013320,华安中证新能源汽车ETF发起式联接C,HAZZXNYQCETFFQSLJC,2021-12-03,1.0155,1.0155,-0.05,0.79,3.08,,,,,,,1.55,2021-10-19,1,,,0.00%,,,,
013319,华安中证新能源汽车ETF发起式联接A,HAZZXNYQCETFFQSLJA,2021-12-03,1.0158,1.0158,-0.04,0.80,3.10,,,,,,,1.58,2021-10-19,1,,0.50%,0.05%,1,0.05%,1,
013318,华宝中证科创创业50ETF联接C,HBZZKCCY50ETFLJC,2021-12-03,1.0284,1.0284,0.53,-1.24,1.80,4.74,,,,,,2.84,2021-08-25,1,0.15,,0.00%,,,,
013317,华宝中证科创创业50ETF联接A,HBZZKCCY50ETFLJA,2021-12-03,1.0292,1.0292,0.52,-1.24,1.82,4.82,,,,,,2.92,2021-08-25,1,0.19,1.00%,0.10%,1,0.10%,1,
013316,嘉实中证科创创业50ETF发起联接C,JSZZKCCY50ETFFQLJC,2021-12-03,0.9872,0.9872,0.54,-1.33,1.57,5.61,,,,,,-1.28,2021-08-24,1,-3.58,,0.00%,,,,
013315,嘉实中证科创创业50ETF发起联接A,JSZZKCCY50ETFFQLJA,2021-12-03,0.9878,0.9878,0.53,-1.33,1.59,5.67,,,,,,-1.22,2021-08-24,1,-3.55,1.00%,0.10%,1,0.10%,1,
013314,富国中证科创创业50ETF联接C,FGZZKCCY50ETFLJC,2021-12-03,1.0295,1.0295,0.53,-1.28,1.44,3.58,,,,,,2.95,2021-08-24,1,0.76,,0.00%,,,,
013313,富国中证科创创业50ETF联接A,FGZZKCCY50ETFLJA,2021-12-03,1.0298,1.0298,0.53,-1.28,1.45,3.60,,,,,,2.98,2021-08-24,1,0.77,1.20%,0.12%,1,0.12%,1,
013312,工银主题策略混合C,GYZTCLHHC,2021-12-03,5.5450,5.5450,0.16,-0.29,2.14,0.09,,,,,,-3.50,2021-08-23,1,-6.752523,,0.00%,,,,
013311,华夏科创创业50ETF联接C,HXKCCY50ETFLJC,2021-12-03,1.0091,1.0091,0.52,-1.36,1.72,5.46,,,,,,0.91,2021-08-24,1,-1.58,,0.00%,,,,
013310,华夏科创创业50ETF联接A,HXKCCY50ETFLJA,2021-12-03,1.0099,1.0099,0.52,-1.35,1.75,5.53,,,,,,0.99,2021-08-24,1,-1.54,1.20%,0.12%,1,0.12%,1,
013307,国泰中证科创创业50ETF发起联接C,GTZZKCCY50ETFFQLJC,2021-12-03,1.0373,1.0373,0.61,-1.13,2.02,3.80,,,,,,3.73,2021-08-25,1,1.32,,0.00%,,,,
013306,国泰中证科创创业50ETF发起联接A,GTZZKCCY50ETFFQLJA,2021-12-03,1.0381,1.0381,0.60,-1.13,2.03,3.87,,,,,,3.81,2021-08-25,1,1.37,1.00%,0.10%,1,0.10%,1,
013305,易方达中证科创创业50ETF联接C,YFDZZKCCY50ETFLJC,2021-12-03,1.0335,1.0335,0.54,-1.34,1.75,4.35,,,,,,3.35,2021-08-24,1,0.71,,0.00%,,,,
013304,易方达中证科创创业50ETF联接A,YFDZZKCCY50ETFLJA,2021-12-03,1.0344,1.0344,0.54,-1.33,1.78,4.43,,,,,,3.44,2021-08-24,1,0.75,0.60%,0.06%,1,0.06%,1,
013303,招商中证科创创业50ETF联接C,ZSZZKCCY50ETFLJC,2021-12-03,1.0432,1.0432,0.53,-1.29,1.86,4.82,,,,,,4.32,2021-08-24,1,1.64,,0.00%,,,,
013302,招商中证科创创业50ETF联接A,ZSZZKCCY50ETFLJA,2021-12-03,1.0443,1.0443,0.53,-1.29,1.88,4.92,,,,,,4.43,2021-08-24,1,1.7,1.20%,0.12%,1,0.12%,1,
013299,南方中证科创创业50ETF联接C,NFZZKCCY50ETFLJC,2021-12-03,1.0270,1.0270,0.53,-1.34,1.73,3.69,,,,,,2.70,2021-08-19,1,0.08,,0.00%,,,,
013298,南方中证科创创业50ETF联接A,NFZZKCCY50ETFLJA,2021-12-03,1.0279,1.0279,0.53,-1.32,1.76,3.77,,,,,,2.79,2021-08-19,1,0.13,1.20%,0.12%,1,0.12%,1,
013296,民生加银聚优精选混合,MSJYJYJXHH,2021-12-03,1.0018,1.0018,-0.07,-0.10,0.20,,,,,,,0.18,2021-10-14,1,0,1.50%,0.15%,1,0.15%,1,
013292,富国中证智能汽车(LOF)C,FGZZZNQCLOFC,2021-12-03,2.1220,2.1220,0.62,1.63,8.93,18.28,,,,,,12.39,2021-08-24,1,-1.588983,,0.00%,,,,
013291,富国沪深300指数增强C,FGHS300ZSZQC,2021-12-03,2.0910,2.0910,0.97,0.87,2,-0.05,,,,,,-1.04,2021-08-24,1,-0.378609,,0.00%,,,,
013290,工银食品饮料混合C,GYSPYLHHC,2021-12-03,1.0195,1.0195,2.38,1.77,1.35,,,,,,,1.95,2021-10-22,1,,,0.00%,,,,
013289,工银食品饮料混合A,GYSPYLHHA,2021-12-03,1.0205,1.0205,2.38,1.79,1.42,,,,,,,2.05,2021-10-22,1,,1.50%,0.15%,1,0.15%,1,
013288,易方达优势价值一年持有混合(FOF)C,YFDYSJZYNCYHHFOFC,2021-12-02,1.0401,1.0401,-0.15,0.40,2.83,3.95,,,,,,4.01,2021-08-24,3,0.42,,0.00%,,,,
013287,易方达优势价值一年持有混合(FOF)A,YFDYSJZYNCYHHFOFA,2021-12-02,1.0412,1.0412,-0.15,0.41,2.87,4.05,,,,,,4.12,2021-08-24,3,0.48,1.20%,0.12%,1,0.12%,1,
013286,富国上证指数ETF联接C,FGSZZSETFLJC,2021-12-03,1.6330,1.6330,0.93,1.30,2.83,0.06,,,,,,3.16,2021-08-24,1,3.411244,,0.00%,,,,
013282,国泰君安30天滚动持有中短债C,GTJA30TGDCYZDZC,2021-12-03,1.0084,1.0084,0,0.06,0.34,0.83,,,,,,0.84,2021-09-01,1,0.33,,0.00%,,,,
013281,国泰君安30天滚动持有中短债A,GTJA30TGDCYZDZA,2021-12-03,1.0088,1.0088,0,0.07,0.36,0.87,,,,,,0.88,2021-09-01,1,0.34,0.40%,0.40%,99,0.40%,99,
013280,泰达睿智稳健混合C,TDRZWJHHC,2021-12-03,1.6760,1.6760,-0.07,-0.20,7.26,,,,,,,16.62,2021-10-12,1,3.555772,,0.00%,,,,
013278,富国中证体育产业指数(LOF)C,FGZZTYCYZSLOFC,2021-12-03,0.9770,0.9770,0.62,-2.10,1.77,9.04,,,,,,12.69,2021-08-17,1,6.228374,,0.00%,,,,
013277,富国创业板指数(LOF)C,FGCYBZSLOFC,2021-12-03,1.4340,1.4340,0.35,0.21,4.29,11.16,,,,,,7.26,2021-08-17,1,1.495886,,0.00%,,,,
013276,富国中证全指证券公司指数(LOF)C,FGZZQZZQGSZSLOFC,2021-12-03,1.0750,1.0750,0.56,1.80,3.76,-3.33,,,,,,5.08,2021-08-17,1,4.105572,,0.00%,,,,
013275,富国中证煤炭指数(LOF)C,FGZZMTZSLOFC,2021-12-03,1.5810,1.5810,3.81,7.40,0.83,-11.08,,,,,,5.47,2021-08-19,1,16.344229,,0.00%,,,,
013274,长城优化升级混合C,CCYHSJHHC,2021-12-03,5.7329,5.7329,0.70,0.91,10.89,13.39,,,,,,17.32,2021-08-11,1,0.345837,,0.00%,,,,
013273,招商沪深300地产等权重指数C,ZSHS300DCDQZZSC,2021-12-03,0.7229,0.7229,1.37,1.96,5.89,-4.20,,,,,,-0.99,2021-08-12,1,4.752774,,0.00%,,,,
013264,金鹰年年邮享一年持有债券C,JYNNYXYNCYZQC,2021-12-03,1.0007,1.0007,0,0.03,,,,,,,,0.07,2021-11-10,1,,,0.00%,,,,
013263,金鹰年年邮享一年持有债券A,JYNNYXYNCYZQA,2021-12-03,1.0010,1.0010,0.01,0.04,,,,,,,,0.10,2021-11-10,1,,0.80%,0.08%,1,0.08%,1,
013262,西部利得个股精选股票C,XBLDGGJXGPC,2021-12-03,1.8395,1.8395,0.80,0.77,2.11,2.54,,,,,,0.51,2021-08-09,1,0.191246,,0.00%,,,,
013261,太平睿享混合C,TPRXHHC,2021-12-03,1.0245,1.0245,0.24,0.85,1.94,,,,,,,2.45,2021-09-17,1,-0.25,,0.00%,,,,
013260,太平睿享混合A,TPRXHHA,2021-12-03,1.0256,1.0256,0.25,0.86,1.99,,,,,,,2.56,2021-09-17,1,-0.21,1.00%,0.10%,1,0.10%,1,
013259,浦银安盛新经济结构混合C,PYASXJJJGHHC,2021-12-03,4.0024,4.0024,0.58,0.55,5.94,2.12,,,,,,6.97,2021-08-05,1,1.400508,,0.00%,,,,
013255,兴全优选进取三个月持有(FOF)C,XQYXJQSGYCYFOFC,2021-12-01,1.4665,1.4665,0.12,-0.71,1.83,1.51,,,,,,0.47,2021-08-10,1,-1.472905,,0.00%,,,,
013252,中信建投稳硕债券C,ZXJTWSZQC,2021-12-03,1.0054,1.0054,0,0,0.33,,,,,,,0.54,2021-09-08,1,0.05,,0.00%,,,,
013251,中信建投稳硕债券A,ZXJTWSZQA,2021-12-03,1.0062,1.0062,0.01,0.01,0.36,,,,,,,0.62,2021-09-08,1,0.08,0.30%,0.03%,1,0.03%,1,
013245,泰达宏利悠然养老目标日期2025一年持有混合(FOF),TDHLYRYLMBRQ2025YNCYHHFOF,2021-12-01,1.0066,1.0066,0.01,-0.05,0.43,,,,,,,0.66,2021-10-18,1,,0.80%,0.08%,1,0.08%,1,
013242,北信瑞丰优势行业股票,BXRFYSHYGP,2021-12-03,1.0272,1.0272,0.62,0.44,4.27,,,,,,,2.72,2021-09-27,1,-0.54,1.50%,0.15%,1,0.15%,1,
013237,长信30天滚动持有债券C,CX30TGDCYZQC,2021-12-03,1.0117,1.0117,0.02,0.13,0.50,,,,,,,1.17,2021-09-09,1,0.19,,0.00%,,,,
013236,长信30天滚动持有债券A,CX30TGDCYZQA,2021-12-03,1.0121,1.0121,0.02,0.13,0.51,,,,,,,1.21,2021-09-09,1,0.21,0.20%,0.02%,1,0.02%,1,
013234,华夏中证500指数智选增强C,HXZZ500ZSZXZQC,2021-12-03,1.0054,1.0054,0.80,1.10,4.36,-1.41,,,,,,0.54,2021-08-11,1,-0.77,,0.00%,,,,
013233,华夏中证500指数智选增强A,HXZZ500ZSZXZQA,2021-12-03,1.0067,1.0067,0.81,1.10,4.40,-1.30,,,,,,0.67,2021-08-11,1,-0.7,1.20%,0.12%,1,0.12%,1,
013228,中邮鑫享30天滚动持有短债债券C,ZYXX30TGDCYDZZQC,2021-12-03,1.0027,1.0027,0,0.03,0.26,,,,,,,0.27,2021-10-21,1,,,0.00%,,,,
013227,中邮鑫享30天滚动持有短债债券A,ZYXX30TGDCYDZZQA,2021-12-03,1.0030,1.0030,0,0.03,0.28,,,,,,,0.30,2021-10-21,1,,0.20%,0.02%,1,0.02%,1,
013224,浦银安盛港股通量化混合C,PYASGGTLHHHC,2021-12-03,1.1561,1.1561,-0.25,-1.03,-3.08,-9.45,,,,,,-7.78,2021-08-05,1,-2.033979,,0.00%,,,,
013221,中欧新兴价值一年持有混合C,ZOXXJZYNCYHHC,2021-12-03,1.1028,1.1028,0.45,-0.14,7.14,,,,,,,10.28,2021-09-06,3,-1.67,,0.00%,,,,
013220,中欧新兴价值一年持有混合A,ZOXXJZYNCYHHA,2021-12-03,1.1049,1.1049,0.45,-0.12,7.21,,,,,,,10.49,2021-09-06,3,-1.59,1.50%,0.15%,1,0.15%,1,
013219,国泰中证有色金属ETF发起联接C,GTZZYSJSETFFQLJC,2021-12-03,1.0350,1.0350,0.61,0.27,8.03,-3.95,,,,,,3.50,2021-08-13,1,0.63,,0.00%,,,,
013218,国泰中证有色金属ETF发起联接A,GTZZYSJSETFFQLJA,2021-12-03,1.0360,1.0360,0.62,0.28,8.06,-3.88,,,,,,3.60,2021-08-13,1,0.69,1.00%,0.10%,1,0.10%,1,
013212,华富安盈一年持有期债券C,HFAYYNCYQZQC,2021-12-03,0.9849,0.9849,0.13,0.21,0.44,-1.18,,,,,,-1.51,2021-08-26,1,-2.54,,0.00%,,,,
013211,华富安盈一年持有期债券A,HFAYYNCYQZQA,2021-12-03,0.9860,0.9860,0.13,0.22,0.47,-1.08,,,,,,-1.40,2021-08-26,1,-2.49,0.80%,0.08%,1,0.08%,1,
013210,金鹰大视野混合C,JYDSYHHC,2021-12-03,1.0364,1.0364,0.69,0.71,1.19,3.81,,,,,,3.64,2021-08-25,1,-0.18,,0.00%,,,,
013209,金鹰大视野混合A,JYDSYHHA,2021-12-03,1.0376,1.0376,0.70,0.73,1.24,3.92,,,,,,3.76,2021-08-25,1,-0.12,1.50%,0.15%,1,0.15%,1,
013208,万家稳鑫30天滚动持有短债C,WJWX30TGDCYDZC,2021-12-03,1.0053,1.0053,0.01,0.05,0.28,,,,,,,0.53,2021-09-14,1,0.15,,0.00%,,,,
013207,万家稳鑫30天滚动持有短债A,WJWX30TGDCYDZA,2021-12-03,1.0057,1.0057,0,0.05,0.29,,,,,,,0.57,2021-09-14,1,0.17,0.40%,0.04%,1,0.04%,1,
013205,恒生前海恒源天利债券C,HSQHHYTLZQC,2021-12-03,1.0059,1.0059,0.04,-0.04,-0.52,-0.39,,,,,,0.59,2021-08-18,1,0.78,,0.00%,,,,
013204,恒生前海恒源天利债券A,HSQHHYTLZQA,2021-12-03,1.0232,1.0232,0.04,-0.04,-0.52,-0.32,,,,,,2.32,2021-08-18,1,2.51,0.80%,0.08%,1,0.08%,1,
013203,恒生前海恒祥纯债债券C,HSQHHXCZZQC,2021-12-03,1.0187,1.0187,0.68,0.73,1.06,1.67,,,,,,1.87,2021-08-11,1,0.29,,0.00%,,,,
013202,恒生前海恒祥纯债债券A,HSQHHXCZZQA,2021-12-03,1.0078,1.0078,-0.01,0.05,0.38,0.64,,,,,,0.78,2021-08-11,1,0.26,0.80%,0.08%,1,0.08%,1,
013201,南方均衡优选一年持有期混合C,NFJHYXYNCYQHHC,2021-12-03,1.0017,1.0017,0.15,0.22,0.65,,,,,,,0.17,2021-09-07,3,-0.68,,0.00%,,,,
013200,南方均衡优选一年持有期混合A,NFJHYXYNCYQHHA,2021-12-03,1.0031,1.0031,0.15,0.23,0.70,,,,,,,0.31,2021-09-07,3,-0.62,1.50%,0.15%,1,0.15%,1,
013199,南方季季享90天滚动持有债券C,NFJJX90TGDCYZQC,2021-12-03,0.9941,0.9941,-0.13,-0.19,-1.14,-0.59,,,,,,-0.59,2021-09-01,1,0.06,,0.00%,,,,
013198,南方季季享90天滚动持有债券A,NFJJX90TGDCYZQA,2021-12-03,0.9947,0.9947,-0.12,-0.17,-1.11,-0.53,,,,,,-0.53,2021-09-01,1,0.08,0.40%,0.04%,1,0.04%,1,
013196,招商中证新能源汽车指数C,ZSZZXNYQCZSC,2021-12-03,1.0753,1.0753,-0.06,0.81,3.31,7.79,,,,,,7.53,2021-08-27,1,-0.52,,0.00%,,,,
013195,招商中证新能源汽车指数A,ZSZZXNYQCZSA,2021-12-03,1.0765,1.0765,-0.05,0.82,3.36,7.90,,,,,,7.65,2021-08-27,1,-0.47,1.20%,0.12%,1,0.12%,1,
013192,华商嘉悦稳健养老目标一年持有混合型发起式(FOF),HSJYWJYLMBYNCYHHXFQSFOF,2021-12-01,1.0065,1.0065,0.03,0.02,0.49,,,,,,,0.65,2021-09-23,3,0.11,0.80%,0.08%,1,0.08%,1,
013188,华夏能源革新股票C,HXNYGXGPC,2021-12-03,4.2520,4.2520,0.50,2.06,8.44,7.48,,,,,,8.44,2021-08-04,1,1.504718,,0.00%,,,,
013183,浦银安盛医疗健康混合C,PYASYLJKHHC,2021-12-03,1.8586,1.8586,0.21,-1.70,7.01,7.22,,,,,,0.50,2021-07-30,1,-0.584005,,0.00%,,,,
013180,广发国证新能源车电池ETF联接C,GFGZXNYCDCETFLJC,2021-12-03,1.1327,1.1327,0.12,1.85,5.88,14.99,,,,,,13.27,2021-08-16,1,2.25,,0.00%,,,,
013179,广发国证新能源车电池ETF联接A,GFGZXNYCDCETFLJA,2021-12-03,1.1334,1.1334,0.12,1.85,5.90,15.05,,,,,,13.34,2021-08-16,1,2.28,1.20%,0.12%,1,0.12%,1,
013178,华宝深证创新100ETF发起联接C,HBSZCX100ETFFQLJC,2021-12-03,1.0406,1.0406,0.30,0.33,1.89,,,,,,,4.06,2021-09-07,1,1.23,,0.00%,,,,
013177,华宝深证创新100ETF发起联接A,HBSZCX100ETFFQLJA,2021-12-03,1.0413,1.0413,0.30,0.34,1.91,,,,,,,4.13,2021-09-07,1,1.26,1.00%,0.10%,1,0.10%,1,
013174,银华华证ESG领先指数,YHHZESGLXZS,2021-12-03,1.0062,1.0062,0.55,0.67,,,,,,,,0.62,2021-11-19,1,,1.20%,0.12%,1,0.12%,1,
013172,华夏恒生互联网科技业ETF联接(QDII)C,HXHSHLWKJYETFLJQDIIC,2021-12-03,0.9310,0.9310,-1.94,-4.16,-7.10,,,,,,,-6.90,2021-09-14,1,0.86,,0.00%,,,,
013171,华夏恒生互联网科技业ETF联接(QDII)A,HXHSHLWKJYETFLJQDIIA,2021-12-03,0.9316,0.9316,-1.94,-4.15,-7.08,,,,,,,-6.84,2021-09-14,1,0.89,1.20%,0.12%,1,0.12%,1,
013163,广发沪港深科技龙头ETF联接C,GFHGSKJLTETFLJC,2021-12-03,0.9834,0.9834,0.31,-0.53,-1.22,-1.84,,,,,,-1.66,2021-08-25,1,0.75,,0.00%,,,,
013162,广发沪港深科技龙头ETF联接A,GFHGSKJLTETFLJA,2021-12-03,0.9839,0.9839,0.31,-0.53,-1.20,-1.80,,,,,,-1.61,2021-08-25,1,0.78,1.20%,0.12%,1,0.12%,1,
013161,创金合信碳中和混合C,CJHXTZHHHC,2021-12-03,1.0041,1.0041,-0.19,0.68,-0.36,,,,,,,0.41,2021-09-22,1,-2.27,,0.00%,,,,
013160,创金合信碳中和混合A,CJHXTZHHHA,2021-12-03,1.0049,1.0049,-0.19,0.69,-0.32,,,,,,,0.49,2021-09-22,1,-2.25,1.50%,0.15%,1,0.15%,1,
013157,前海开源新经济混合C,QHKYXJJHHC,2021-12-03,3.7290,3.7290,2.14,2.53,9.36,19.18,,,,,,23.49,2021-07-29,1,2.698944,,0.00%,,,,
013155,汇添富添福汇盈稳健养老目标一年持有混合(FOF),HTFTFHYWJYLMBYNCYHHFOF,2021-12-01,1.0041,1.0041,0.07,-0.03,0.46,,,,,,,0.41,2021-10-15,3,0,1.20%,0.12%,1,0.12%,1,
013154,长信医疗保健混合(LOF)C,CXYLBJHHLOFC,2021-12-03,2.2570,2.2570,0.71,-2.63,5.96,7.68,,,,,,-5.21,2021-08-12,1,-2.47795,,0.00%,,,,
013153,长信电子信息量化灵活配置混合C,CXDZXXLHLHPZHHC,2021-12-03,1.4580,1.4580,1.82,2.32,7.28,4.52,,,,,,-4.02,2021-08-12,1,-9.479921,,0.00%,,,,
013152,长信消费精选量化股票C,CXXFJXLHGPC,2021-12-03,1.90,1.90,1.98,1.28,5.18,9.25,,,,,,-0.52,2021-08-12,1,1.026178,,0.00%,,,,
013151,长信低碳环保行业量化股票C,CXDTHBHYLHGPC,2021-12-03,3.0463,3.0463,-0.04,2.17,2.75,11.68,,,,,,9.28,2021-08-12,1,2.360453,,0.00%,,,,
013150,华宝稳健目标风险三个月持有(FOF),HBWJMBFXSGYCYFOF,2021-12-01,1.0028,1.0028,,,0.30,,,,,,,0.28,2021-09-28,3,-0.06,1.00%,0.10%,1,0.10%,1,
013149,鹏华双债加利债券C,PHSZJLZQC,2021-12-03,1.0099,1.0099,0.29,0.46,1.21,0.35,,,,,,0.99,2021-07-30,1,-0.32,,0.00%,,,,
013145,浙商汇金先进制造混合,ZSHJXJZZHH,2021-12-03,1.0785,2.4045,-0.41,-0.33,2.45,2.65,,,,,,2.28,2021-08-16,1,0.037933,1.50%,1.50%,99,1.50%,99,
013142,华商乐享互联灵活配置混合C,HSLXHLLHPZHHC,2021-12-03,1.96,1.96,1.08,0.72,-0.25,-13.20,,,,,,-4.48,2021-07-30,1,2.826511,,0.00%,,,,
013141,中信保诚弘远混合,ZXBCHYHH,2021-12-03,0.9487,0.9487,-0.02,-0.09,-2.35,-5.12,,,,,,-5.13,2021-08-31,1,-5.55,1.50%,0.15%,1,0.15%,1,
013139,上银恒泰稳健养老一年持有(FOF),SYHTWJYLYNCYFOF,2021-12-01,1.0046,1.0046,-0.05,-0.08,0.40,,,,,,,0.46,2021-09-17,3,-0.13,1.20%,0.12%,1,0.12%,1,
013137,上投摩根动力精选混合C,STMGDLJXHHC,2021-12-03,3.9412,3.9412,-0.07,1.85,3.75,8.06,,,,,,14.63,2021-07-30,1,6.145658,,0.00%,,,,
013134,南方MSCI中国A股联接E,NFMSCIZGAGLJE,2021-12-03,1.8396,1.8396,0.89,0.86,2.09,2.77,,,,,,2.08,2021-08-02,1,1.426114,,0.00%,,,,
013133,创金合信文娱媒体股票发起C,CJHXWYMTGPFQC,2021-12-03,1.0047,1.0047,0.51,0.37,2.51,-0.68,,,,,,0.47,2021-08-12,1,-0.65,,0.00%,,,,
013132,创金合信文娱媒体股票发起A,CJHXWYMTGPFQA,2021-12-03,1.0063,1.0063,0.52,0.39,2.56,-0.55,,,,,,0.63,2021-08-12,1,-0.57,1.50%,0.15%,1,0.15%,1,
013130,汇添富消费龙头指数发起C,HTFXFLTZSFQC,2021-12-03,1.0014,1.0014,1.10,0.15,-0.67,,,,,,,0.14,2021-10-26,1,,,0.00%,,,,
013129,汇添富消费龙头指数发起A,HTFXFLTZSFQA,2021-12-03,1.0017,1.0017,1.10,0.16,-0.64,,,,,,,0.17,2021-10-26,1,,1.00%,0.10%,1,0.10%,1,
013128,汇添富恒生科技指数发起(QDII)C,HTFHSKJZSFQQDIIC,2021-12-03,0.9236,0.9236,-1.31,-3.58,-6.66,,,,,,,-7.64,2021-10-26,1,,,0.00%,,,,
013127,汇添富恒生科技指数发起(QDII)A,HTFHSKJZSFQQDIIA,2021-12-03,0.9239,0.9239,-1.31,-3.57,-6.63,,,,,,,-7.61,2021-10-26,1,,1.00%,0.10%,1,0.10%,1,
013126,华夏中证细分食品饮料产业主题ETF发起式联接C,HXZZXFSPYLCYZTETFFQSLJC,2021-12-03,1.0447,1.0447,2.30,1.78,5.27,,,,,,,4.47,2021-10-26,1,,,0.00%,,,,
013125,华夏中证细分食品饮料产业主题ETF发起式联接A,HXZZXFSPYLCYZTETFFQSLJA,2021-12-03,1.0450,1.0450,2.30,1.79,5.29,,,,,,,4.50,2021-10-26,1,,1.20%,0.12%,1,0.12%,1,
013124,汇添富精选核心优势一年持有混合C,HTFJXHXYSYNCYHHC,2021-12-03,1.0259,1.0259,1.19,0.82,0.22,,,,,,,2.59,2021-09-07,3,2.17,,0.00%,,,,
013123,汇添富精选核心优势一年持有混合A,HTFJXHXYSYNCYHHA,2021-12-03,1.0269,1.0269,1.20,0.82,0.26,,,,,,,2.69,2021-09-07,3,2.21,1.50%,0.15%,1,0.15%,1,
013122,信诚中证TMT产业主题指数(LOF)C,XCZZTMTCYZTZSLOFC,2021-12-03,0.9393,0.9393,0.95,1,4.51,6.04,,,,,,3.58,2021-08-26,1,-3.275254,,0.00%,,,,
013121,信诚中证800金融(LOF)C,XCZZ800JRLOFC,2021-12-03,1.0993,1.0993,0.51,1.31,0.99,-2.12,,,,,,1.67,2021-08-26,1,2.987421,,0.00%,,,,
013120,信诚沪深300指数(LOF)C,XCHS300ZSLOFC,2021-12-03,1.2548,1.2548,0.88,0.89,1.97,2.26,,,,,,3.07,2021-08-26,1,3.203549,,0.00%,,,,
013119,中信保诚中证500指数(LOF)C,ZXBCZZ500ZSLOFC,2021-12-03,1.8602,1.8602,0.93,1.22,4.42,1.36,,,,,,3.45,2021-08-26,1,-0.861973,,0.00%,,,,
013116,华安文体健康混合C,HAWTJKHHC,2021-12-03,4.23,4.23,0.81,1.73,8.13,6.09,,,,,,7.69,2021-08-23,1,-1.01833,,0.00%,,,,
013112,中金安益30天滚动持有短债发起C,ZJAY30TGDCYDZFQC,2021-12-03,1.0055,1.0055,0.01,0.07,0.49,,,,,,,0.55,2021-10-20,1,,,0.00%,,,,
013111,中金安益30天滚动持有短债发起A,ZJAY30TGDCYDZFQA,2021-12-03,1.0057,1.0057,0.01,0.07,0.51,,,,,,,0.57,2021-10-20,1,,0.40%,0.04%,1,0.04%,1,
